0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-0.9828899999999999,-0.33866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.98288,-0.33866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.81383,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503,0.0,0.0,0.0,0.0,-0.039386000000000004,0.27457,0.0,0.35294000000000003,0.44493
-0.98262,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.98262,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.98262,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.98262,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.98262,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.98262,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.9650299999999999,-0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22046999999999997,0.0,0.0,0.0,0.0,-0.039386000000000004,0.47278000000000003,0.0,0.35294000000000003,0.44493
-0.0,0.0,0.0,0.18186,-0.9351299999999999,-0.5801,0.17165999999999998,0.0,-0.86398,-0.0,-0.0,0.0,0.0,0.42028999999999994,-0.0,0.0,0.0,0.47058999999999995,0.1942
0.0,0.0,0.0,0.18186,-0.9363299999999999,-0.5801,0.17165999999999998,0.0,-0.8806,0.0,-0.2579,0.0,0.0,0.42043,0.0,0.00023596,0.0,0.52941,0.17970999999999998
0.0,0.0,0.0,0.18186,-0.9363299999999999,-0.5801,0.17165999999999998,0.0,-0.8806,0.0,-0.2579,0.0,0.0,0.42043,0.0,0.00023596,0.0,0.52941,0.17970999999999998
0.0,0.0,0.0,0.18186,-0.9363299999999999,-0.5801,0.17165999999999998,0.0,-0.8806,0.0,-0.2579,0.0,0.0,0.42043,0.0,0.00023596,0.0,0.52941,0.17970999999999998
