0,1,2,3,4,5,6,7,8,9,10,11
-0.28021,-0.7985800000000001,-0.49953000000000003,-0.9975,-0.85355,-0.47595,0.48051000000000005,-0.55407,-0.6218600000000001,-0.30578,1.0599000000000001e-08,-0.0010452999999999999
-0.2817,-0.82789,-0.53108,-0.93571,-0.82676,-0.414,0.52051,-0.52447,-0.5151100000000001,-0.21511999999999998,1.0869999999999999e-08,-0.0010758
-0.26832,-0.42325,-0.44456999999999997,-0.97741,-0.9973700000000001,-0.43078,0.58819,-0.60793,-0.5492199999999999,-0.18064000000000002,1.1181000000000001e-08,-0.0011237
-0.26832,-0.42325,-0.44456999999999997,-0.97741,-0.9973700000000001,-0.43078,0.58819,-0.60793,-0.5492199999999999,-0.18064000000000002,1.1181000000000001e-08,-0.0011237
-0.17376,-0.54089,-0.4955,-0.9447399999999999,-0.9908299999999999,-0.39559,0.53238,-0.44741000000000003,-0.49836,-0.11338,1.1375999999999999e-08,-0.0011425
-0.41931999999999997,-0.52388,-0.41798,-0.9401799999999999,-0.95506,-0.43818999999999997,0.5883,-0.47212,-0.47793,-0.060367,1.1549e-08,-0.0011447
-0.29929,-0.45165,-0.52773,-0.93495,-0.9954299999999999,-0.42008999999999996,0.5632,-0.47453999999999996,-0.52922,0.0016695,1.1632e-08,-0.0011501
-0.28848,-0.79075,-0.53191,-0.9570799999999999,-0.9944299999999999,-0.43059,0.61755,-0.54601,-0.44566000000000006,-0.036572,1.1680999999999999e-08,-0.0011527999999999998
-0.16607,-0.3943,-0.46768999999999994,-0.9225700000000001,-0.9826299999999999,-0.43053,0.5106,-0.43767,-0.3152,-0.17285,1.1783999999999998e-08,-0.0012096
-0.29234,-0.41281999999999996,-0.5162100000000001,-0.9978600000000001,-0.9882299999999999,-0.54886,0.5096,-0.54614,-0.2721,0.19002,1.1811e-08,-0.0012226
-0.20788,-0.34855,-0.4646,-0.99995,-0.9256200000000001,-0.55147,0.64261,-0.54245,-0.28131999999999996,0.18854,1.2013e-08,-0.0012288
-0.29738000000000003,-0.39921999999999996,-0.46016999999999997,-0.99111,-0.95863,-0.42953,0.52313,-0.53112,-0.2079,0.082224,1.2392000000000001e-08,-0.0012765
-0.25108,-0.49501999999999996,-0.49305,-0.99636,-0.97315,-0.47823000000000004,0.58885,-0.4349,-0.10151,-0.18566,1.2594e-08,-0.0012855
-0.21073000000000003,-0.5225,-0.50027,-0.99785,-0.94929,-0.42545,0.4526,-0.46845,0.35233000000000003,0.14082,1.2838e-08,-0.0013079
-0.26979000000000003,-0.42211000000000004,-0.44706999999999997,-0.9678100000000001,-0.95642,-0.47348,0.46003,-0.18678,0.40425,-0.18719,1.2838e-08,-0.0012966
-0.22849,-0.49812,-0.43575,-0.94676,-0.93189,-0.56133,0.55561,-0.44626000000000005,0.24243,0.067853,1.306e-08,-0.0013276
-0.29738000000000003,-0.39457,-0.46016999999999997,-0.99169,-0.95863,-0.42954,0.5709,-0.52303,0.30717,0.072595,1.3088999999999999e-08,-0.0013309
-0.18006,-0.46331999999999995,-0.46625,-0.9993799999999999,-0.99098,-0.48161000000000004,0.4303,-0.4266,0.15725999999999998,0.1209,1.3231999999999999e-08,-0.0013524000000000001
-0.29738000000000003,-0.39921999999999996,-0.46065,-0.99111,-0.94263,-0.50705,0.52313,-0.53112,0.072241,0.082224,1.3330000000000003e-08,-0.0013552
-0.30201,-0.41008,-0.47098999999999996,-0.9977799999999999,-0.98254,-0.49308,0.39579000000000003,-0.43991,0.26953,0.004789,1.3355999999999999e-08,-0.0013632
-0.30601,-0.41484,-0.47097,-0.9999100000000001,-0.94834,-0.41665,0.39466999999999997,-0.44383,0.25531,0.0082015,1.3432999999999999e-08,-0.0013645
-0.21998,-0.41096000000000005,-0.49963,-0.9978,-0.97603,-0.42849,0.51021,-0.41257,0.26953,0.0035084000000000005,1.3492e-08,-0.0013666
-0.21986,-0.43098000000000003,-0.47098999999999996,-0.9977799999999999,-0.98329,-0.49308,0.39579000000000003,-0.47568999999999995,0.27981,0.00093694,1.354e-08,-0.0013698
-0.21578000000000003,-0.35545,-0.4646,-0.9978899999999999,-0.91338,-0.44133,0.44799999999999995,-0.52898,0.17926,-0.027860000000000003,1.3669e-08,-0.0013805999999999998
-0.18092,-0.26404,-0.41945,-0.9963799999999999,-0.9518200000000001,-0.47676999999999997,0.44666000000000006,-0.47391000000000005,0.24263,-0.013311000000000002,1.3822000000000001e-08,-0.0014004000000000002
