0,1,2,3,4,5,6,7,8,9,10,11
-0.4513653108524554,0.8262527306266824,-0.34097154558337184,-0.9392604802684602,-0.9699939905096128,-0.4636222668441428,0.3362088996920352,-0.3513432441675057,0.5812600262121099,-0.2527278251374616,9.79230801161734e-09,-0.0009857536165600793
-0.4513653108524554,0.8262527306266824,-0.34097154558337184,-0.9392604802684602,-0.9699939905096128,-0.4636222668441428,0.3362088996920352,-0.3513432441675057,0.5812600262121099,-0.2527278251374616,9.79230801161734e-09,-0.0009857536165600793
-0.3966521429235861,0.7850144330223595,-0.3005897577852636,-0.9324866972973308,-0.9557568461448016,-0.4733655096701273,0.3949925285206348,-0.38005131483078,0.41805855958592,-0.2477356151050787,9.821737416701055e-09,-0.0010096363994275877
-0.3966521429235861,0.7850144330223595,-0.3005897577852636,-0.9324866972973308,-0.9557568461448016,-0.4733655096701273,0.3949925285206348,-0.38005131483078,0.41805855958592,-0.2477356151050787,9.821737416701055e-09,-0.0010096363994275877
-0.4299025337956218,0.5967447905510114,-0.2938330087746732,-0.8033060639630036,-0.8800607663269719,-0.4065710106630765,0.4223932682931761,-0.3290954097479533,0.5620966317239493,-0.2495246860149359,9.88158533381086e-09,-0.0010221417168376217
-0.4299025337956218,0.5967447905510114,-0.2938330087746732,-0.8033060639630036,-0.8800607663269719,-0.4065710106630765,0.4223932682931761,-0.3290954097479533,0.5620966317239493,-0.2495246860149359,9.88158533381086e-09,-0.0010221417168376217
-0.4513653108524554,0.6720712678374896,-0.34097154558337184,-0.9392604802684602,-0.9699939905096128,-0.4618741115735709,0.3362088996920352,-0.3513432441675057,0.5812600262121099,-0.2629207234925681,9.967569426609527e-09,-0.0010338702202765645
-0.4513653108524554,0.6720712678374896,-0.34097154558337184,-0.9392604802684602,-0.9699939905096128,-0.4618741115735709,0.3362088996920352,-0.3513432441675057,0.5812600262121099,-0.2629207234925681,9.967569426609527e-09,-0.0010338702202765645
-0.40097767693828,0.6261724554356364,-0.29775656641802384,-0.9426895553213019,-0.9575543447863272,-0.4759668518169122,0.3889521828572671,-0.38036877720606893,0.41074185625542586,-0.2423145586085235,1.0058136599247185e-08,-0.0010684232853849444
-0.40097767693828,0.6261724554356364,-0.29775656641802384,-0.9426895553213019,-0.9575543447863272,-0.4759668518169122,0.3889521828572671,-0.38036877720606893,0.41074185625542586,-0.2423145586085235,1.0058136599247185e-08,-0.0010684232853849444
-0.4168035450186357,0.5522618408041488,-0.2675365999596207,-0.8954587052764332,-0.96560762576809,-0.4366420479715863,0.3759622427483379,-0.3185223590188844,0.5311471655798756,-0.2397165824217052,1.0109630678386911e-08,-0.0010748519403617526
-0.4168035450186357,0.5522618408041488,-0.2675365999596207,-0.8954587052764332,-0.96560762576809,-0.4366420479715863,0.3759622427483379,-0.3185223590188844,0.5311471655798756,-0.2397165824217052,1.0109630678386911e-08,-0.0010748519403617526
-0.3754208674107692,0.5248854323882541,-0.3047221016300603,-0.9077058737355632,-0.8904786835912818,-0.4796171348823107,0.463250339666701,-0.2338757890087501,0.5408395048873396,-0.2395410330742589,1.0329762641474705e-08,-0.0010806588372842454
-0.3754208674107692,0.5248854323882541,-0.3047221016300603,-0.9077058737355632,-0.8904786835912818,-0.4796171348823107,0.463250339666701,-0.2338757890087501,0.5408395048873396,-0.2395410330742589,1.0329762641474705e-08,-0.0010806588372842454
-0.37463718237278604,0.4594687971048145,-0.2453618972223133,-0.9065809640480348,-0.8854563587259928,-0.4418417330601621,0.3721408250974591,-0.3108329082617406,0.5067114154150377,-0.2282496358580957,1.0422324680201854e-08,-0.0011138123654398078
-0.37463718237278604,0.4594687971048145,-0.2453618972223133,-0.9065809640480348,-0.8854563587259928,-0.4418417330601621,0.3721408250974591,-0.3108329082617406,0.5067114154150377,-0.2282496358580957,1.0422324680201854e-08,-0.0011138123654398078
-0.40277376518290015,0.4233874661653792,-0.2989936449693702,-0.8536196427029731,-0.9534521433199796,-0.4835188122347212,0.3798856051244084,-0.3877007813888508,0.4184032212064679,-0.2508286245570887,1.0450534868049773e-08,-0.00112011300877543
-0.40277376518290015,0.4233874661653792,-0.2989936449693702,-0.8536196427029731,-0.9534521433199796,-0.4835188122347212,0.3798856051244084,-0.3877007813888508,0.4184032212064679,-0.2508286245570887,1.0450534868049773e-08,-0.00112011300877543
-0.4104547800935046,0.42583174362923343,-0.2418818966006404,-0.8779678987660533,-0.9293322418727366,-0.4788456414044186,0.3786007180530843,-0.3615035172781923,0.4136272418040716,-0.2429139645261243,1.0541427577560715e-08,-0.0011265647302565614
-0.4104547800935046,0.42583174362923343,-0.2418818966006404,-0.8779678987660533,-0.9293322418727366,-0.4788456414044186,0.3786007180530843,-0.3615035172781923,0.4136272418040716,-0.2429139645261243,1.0541427577560715e-08,-0.0011265647302565614
-0.4053129495875989,0.43187090214892027,-0.3026817899815123,-0.9492846554178336,-0.9685755327809642,-0.4806333969967169,0.3817694017012199,-0.4229267159198465,0.41010219796668107,-0.25126988054991617,1.059321964255364e-08,-0.0011410162291476476
-0.4053129495875989,0.43187090214892027,-0.3026817899815123,-0.9492846554178336,-0.9685755327809642,-0.4806333969967169,0.3817694017012199,-0.4229267159198465,0.41010219796668107,-0.25126988054991617,1.059321964255364e-08,-0.0011410162291476476
-0.4016651740255156,0.4252233439287637,-0.2950432944334458,-0.9507316852554216,-0.9457383151610608,-0.4853294976172026,0.3828687392989164,-0.3632234980701845,0.4243848010998157,-0.2398425712641413,1.0611629725422897e-08,-0.00114345434772851
-0.4016651740255156,0.4252233439287637,-0.2950432944334458,-0.9507316852554216,-0.9457383151610608,-0.4853294976172026,0.3828687392989164,-0.3632234980701845,0.4243848010998157,-0.2398425712641413,1.0611629725422897e-08,-0.00114345434772851
-0.4203065024180589,0.4227604593153803,-0.2942158644498972,-0.9462832923214832,-0.9354828490630971,-0.4814535534342511,0.3763268682162843,-0.3918003280658471,0.395606902616303,-0.20490223212361067,1.0707543693291454e-08,-0.0011520909003815134
-0.4203065024180589,0.4227604593153803,-0.2942158644498972,-0.9462832923214832,-0.9354828490630971,-0.4814535534342511,0.3763268682162843,-0.3918003280658471,0.395606902616303,-0.20490223212361067,1.0707543693291454e-08,-0.0011520909003815134
-0.4069465169725618,0.4177643722692039,-0.3028826367818405,-0.9679679368988144,-0.9624794129769092,-0.4997086934628908,0.3794555938920016,-0.4187798427227487,0.3713251376406543,-0.24405943607724356,1.074023305147693e-08,-0.0011549366475682974
-0.4069465169725618,0.4177643722692039,-0.3028826367818405,-0.9679679368988144,-0.9624794129769092,-0.4997086934628908,0.3794555938920016,-0.4187798427227487,0.3713251376406543,-0.24405943607724356,1.074023305147693e-08,-0.0011549366475682974
-0.4108843291399478,0.4137902872831072,-0.3000800034833886,-0.9536805597672288,-0.9719666839084682,-0.5049422686587763,0.3754194764815029,-0.4091150335989587,0.25643473570933106,-0.2525061063064825,1.0934832007423118e-08,-0.0011610222828858253
-0.4108843291399478,0.4137902872831072,-0.3000800034833886,-0.9536805597672288,-0.9719666839084682,-0.5049422686587763,0.3754194764815029,-0.4091150335989587,0.25643473570933106,-0.2525061063064825,1.0934832007423118e-08,-0.0011610222828858253
-0.4415298788147942,0.3201820037152206,-0.3183738943112622,-0.9523051851850064,-0.9666764138238896,-0.4944626854779634,0.3516757491503861,-0.4211957299818633,0.475791923905034,-0.2520167805890145,1.1073195065420476e-08,-0.001175978503600341
-0.4415298788147942,0.3201820037152206,-0.3183738943112622,-0.9523051851850064,-0.9666764138238896,-0.4944626854779634,0.3516757491503861,-0.4211957299818633,0.475791923905034,-0.2520167805890145,1.1073195065420476e-08,-0.001175978503600341
-0.39695851934983184,0.3219126321416875,-0.3342537926532649,-0.9924984363954218,-0.9288100340279378,-0.4918401235130764,0.40333307365789706,-0.4353506258730767,0.5261369557525314,-0.2295320982798355,1.1103588032706936e-08,-0.0011844408591386534
-0.39695851934983184,0.3219126321416875,-0.3342537926532649,-0.9924984363954218,-0.9288100340279378,-0.4918401235130764,0.40333307365789706,-0.4353506258730767,0.5261369557525314,-0.2295320982798355,1.1103588032706936e-08,-0.0011844408591386534
-0.39695851934983184,0.3219126321416875,-0.3391970704210274,-0.9924984363954218,-0.942899871479218,-0.4918401235130764,0.28954409707157525,-0.4353506258730767,0.5261369557525314,-0.2295320982798355,1.127303939500764e-08,-0.0011878040633523342
-0.39695851934983184,0.3219126321416875,-0.3391970704210274,-0.9924984363954218,-0.942899871479218,-0.4918401235130764,0.28954409707157525,-0.4353506258730767,0.5261369557525314,-0.2295320982798355,1.127303939500764e-08,-0.0011878040633523342
-0.33691745875849016,0.22728489173100155,-0.32150658191503,-0.937066757443821,-0.8934434383680111,-0.5069003754969904,0.38083756805011415,-0.3158452570171906,0.5146631806344197,-0.21853614034475047,1.1526506278435267e-08,-0.0012182466998915695
