0,1,2,3,4,5,6,7,8,9,10,11
-0.27432,0.65181,-0.23421999999999998,-0.52599,-0.92937,-0.84209,0.79666,0.060972000000000005,0.98911,0.79076,1.2910999999999999e-08,-0.00083572
-0.27432,-0.66668,-0.23421999999999998,-0.8543200000000001,-0.92937,-0.84131,0.83734,0.060972000000000005,0.9486100000000001,0.79076,1.4884999999999999e-08,-0.0010642000000000002
-0.30172,-0.51645,-0.32048000000000004,-0.9143399999999999,-0.95737,-0.47622,0.37721,-0.06375499999999999,0.0097876,-0.20313,1.4926e-08,-0.0013321
-0.30172,-0.51645,-0.32048000000000004,-0.9143399999999999,-0.95737,-0.47622,0.37721,-0.06375499999999999,0.0097876,-0.20313,1.4926e-08,-0.0013321
-0.30172,-0.51645,-0.32048000000000004,-0.9143399999999999,-0.95737,-0.47622,0.37721,-0.06375499999999999,0.0097876,-0.20313,1.4926e-08,-0.0013321
-0.30172,-0.51645,-0.32048000000000004,-0.9143399999999999,-0.95737,-0.47622,0.37721,-0.06375499999999999,0.0097876,-0.20313,1.4926e-08,-0.0013321
-0.30172,-0.51645,-0.32048000000000004,-0.9143399999999999,-0.95737,-0.47622,0.37721,-0.06375499999999999,0.0097876,-0.20313,1.4926e-08,-0.0013321
-0.2834,-0.5020399999999999,-0.32048000000000004,-0.9143399999999999,-0.96229,-0.47622,0.37721,-0.06375499999999999,0.0097876,-0.20125,1.4942e-08,-0.0013375
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
-0.22639,-0.5160399999999999,-0.32048000000000004,-0.9757100000000001,-0.99834,-0.86885,0.43237,-0.008705500000000001,0.0097876,-0.068991,1.8079e-08,-0.0013852
