0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0024614,0.51179,0.38666999999999996,0.1922,0.1535,0.93621,0.19419,0.26886,0.12455,0.64168,0.57833,0.55388,0.5039,0.38456,0.5543100000000001,0.9505899999999999,0.49604,0.49964,0.46063000000000004,0.7203,0.8892,0.7544,0.13608,0.8442700000000001,0.98172,0.8790399999999999,0.5441,0.60001,0.85936,0.39526999999999995,0.0024614,5.8429
0.0049445,0.2758,0.31701999999999997,0.34144,0.73254,0.89343,0.57482,0.8387899999999999,0.8953399999999999,0.31619,0.33426,0.30928,0.61703,0.18475,0.24685,0.62948,0.48682,0.37031,0.39832,0.12692,0.35153,0.37,0.60449,0.09045299999999999,0.048516000000000004,0.52084,0.77993,0.67157,0.09162000000000001,0.99235,0.0049445,5.0022
0.0090685,0.40355,0.68829,0.58878,0.70707,0.6305,0.90099,0.21706999999999999,0.29409,0.5817899999999999,0.28588,0.77353,0.22537,0.45776999999999995,0.33132,0.064479,0.82184,0.69709,0.80514,0.09804700000000001,0.16477999999999998,0.40108,0.85462,0.33008000000000004,0.1802,0.15916,0.99884,0.25214000000000003,0.33544,0.26603000000000004,0.0090685,4.9773
0.012128,0.52812,0.48441999999999996,0.74215,0.9514,0.13338,0.0028544,0.049949,0.41015,0.30656,0.064085,0.81023,0.41313999999999995,0.015386000000000002,0.14611,0.23711,0.38133,0.37296,0.8259700000000001,0.62312,0.24622,0.92599,0.64986,0.61756,0.2323,0.20711999999999997,0.48593000000000003,0.6905899999999999,0.8603799999999999,0.47338,0.012128,4.7534
0.012641,0.69618,0.2406,0.31811,0.6658,0.61752,0.44873,0.35791999999999996,0.69216,0.65372,0.7378100000000001,0.37393000000000004,0.26084,0.57494,0.6947300000000001,0.16379000000000002,0.080968,0.1269,0.009382799999999998,0.96273,0.81611,0.099458,0.50679,0.19912,0.37292,0.47017,0.20377,0.37059000000000003,0.87928,0.01813,0.012641,4.6652
0.0448,0.26744,0.059035000000000004,0.14276,0.75936,0.07916000000000001,0.26386,0.8538600000000001,0.41186000000000006,0.081913,0.6167600000000001,0.15692,0.31363,0.0029425000000000002,0.78604,0.10676,0.98044,0.96419,0.54193,0.16147,0.8526299999999999,0.66867,0.024241,0.050194,0.51988,0.7541100000000001,0.13571,0.17274,0.72017,0.5555899999999999,0.0448,4.2654
0.062689,0.30025999999999997,0.023735,0.54313,0.44771000000000005,0.45953,0.4601,0.29422,0.60449,0.22391999999999998,0.37061,0.52308,0.28905,0.15582000000000001,0.7142,0.81809,0.8397700000000001,0.17496,0.17452,0.34189,0.19054000000000001,0.8442799999999999,0.63754,0.15459,0.45951000000000003,0.3004,0.6191800000000001,0.35252,0.43833999999999995,0.042671,0.062689,4.1211
0.07209199999999999,0.19934000000000002,0.26476,0.047322,0.26227,0.1467,0.25916999999999996,0.2451,0.2557,0.27486,0.68335,0.67019,0.64995,0.57365,0.31756,0.36374,0.7367,0.037422000000000004,0.8949799999999999,0.74917,0.9028,0.78376,0.66705,0.11587,0.20456,0.06373999999999999,0.2819,0.29994,0.49559,0.21595,0.07209199999999999,4.0425
0.15267,0.24729,0.3063,0.19013,0.075825,0.61169,0.45546000000000003,0.9104200000000001,0.8861399999999999,0.8321,0.19371,0.046648,0.33846,0.16689,0.41358,0.18912,0.57176,0.046432,0.59632,0.63203,0.65981,0.9567100000000001,0.29256,0.13956,0.17803,0.75831,0.8218,0.40365,0.50231,0.070039,0.15267,4.0143
0.17137,0.49086,0.031573000000000004,0.23041,0.43815,0.5788800000000001,0.32986,0.02659,0.9539799999999999,0.34853,0.24711,0.7560899999999999,0.13377999999999998,0.62142,0.46992,0.79462,0.81552,0.80027,0.38874000000000003,0.58494,0.43826000000000004,0.6706,0.84725,0.16176,0.30832,0.11867,0.016661000000000002,0.0018662,0.76972,0.12498,0.17137,3.9647
0.17357,0.28281999999999996,0.6008399999999999,0.093275,0.41258,0.37548000000000004,0.15372,0.46321,0.5000600000000001,0.7187399999999999,0.44321000000000005,0.65633,0.11198,0.0084637,0.56989,0.77622,0.9444100000000001,0.16019,0.071892,0.34415999999999997,0.95037,0.57531,0.049491,0.6649,0.081136,0.52403,0.093426,0.6774600000000001,0.27145,0.47065,0.17357,3.8314
0.2143,0.21819000000000002,0.42526,0.12015999999999999,0.3761,0.91574,0.21176999999999999,0.71385,0.063243,0.01409,0.49662,0.15908,0.20228,0.9274600000000001,0.96175,0.29268,0.045638,0.51808,0.6341899999999999,0.37139,0.56298,0.012980000000000002,0.073236,0.92348,0.61431,0.20362,0.4641,0.57938,0.27509,0.43328999999999995,0.2143,3.6653
0.22133000000000003,0.28136,0.15145999999999998,0.9108700000000001,0.5131600000000001,0.43483999999999995,0.22855999999999999,0.73726,0.022249,0.65668,0.14742,0.7347,0.091434,0.5873,0.67332,0.63735,0.45931000000000005,0.14163,0.58625,0.11102000000000001,0.3918,0.06959299999999999,0.18445999999999999,0.40368000000000004,0.39113000000000003,0.34083,0.18724000000000002,0.036879,0.23058,0.68913,0.22133000000000003,3.4341
0.46474,0.92211,0.88655,0.8246600000000001,0.47547,0.022738,0.20395,0.70138,0.73805,0.2063,0.79737,0.061655999999999996,0.9925700000000001,0.8505299999999999,0.4488,0.15081,0.23753000000000002,0.66975,0.16743,0.10625,0.12089000000000001,0.07960199999999999,0.062091999999999994,0.10780999999999999,0.54872,0.40292,0.57786,0.8762200000000001,0.29425999999999997,0.057324,0.46474,3.3975
0.48733999999999994,0.66694,0.040111,0.93626,0.59075,0.15917,0.77742,0.086674,0.15558,0.32216999999999996,0.022586000000000002,0.56479,0.4619,0.013404,0.083858,0.9301299999999999,0.13909000000000002,0.5438,0.46935,0.16618,0.5200100000000001,0.7883899999999999,0.79093,0.3811,0.075048,0.26999,0.5169,0.96826,0.11665,0.27366,0.48733999999999994,3.1628
0.60309,0.48606000000000005,0.44385,0.50531,0.33862,0.31215,0.26571999999999996,0.60095,0.79285,0.32741,0.78135,0.005355899999999999,0.51766,0.33069,0.26361999999999997,0.13269,0.041944,0.34858,0.46303999999999995,0.36462,0.24020999999999998,0.046669,0.42078000000000004,0.8524700000000001,0.85921,0.051597000000000004,0.80966,0.8462299999999999,0.47835,0.48628999999999994,0.60309,3.1419
0.61402,0.12842,0.047449,0.087418,0.79261,0.23931999999999998,0.23753000000000002,0.30609000000000003,0.16562000000000002,0.8443,0.2785,0.081565,0.49162,0.48136,0.6247,0.79857,0.77023,0.7743399999999999,0.61992,0.14805,0.27078,0.042216000000000004,0.7512800000000001,0.69692,0.59491,0.01702,0.050516000000000005,0.6110899999999999,0.18486,0.68271,0.61402,2.9752
0.62049,0.83481,0.5785100000000001,0.45924,0.19262,0.19241,0.08447,0.58335,0.27578,0.48588000000000003,0.64279,0.6732199999999999,0.010952,0.95145,0.09328,0.8915299999999999,0.17242000000000002,0.2573,0.30346999999999996,0.35936,0.7339399999999999,0.732,0.11955999999999999,0.52974,0.0014997,0.42521000000000003,0.44145,0.20181,0.14545,0.16369,0.62049,2.8946
0.6854,0.25997,0.47822,0.62785,0.28339000000000003,0.34119,0.40806,0.60661,0.7032,0.47186000000000006,0.23388,0.41955,0.25215,0.9179799999999999,0.36469,0.045072,0.084944,0.26285,0.28551,0.8357,0.76146,0.1235,0.64662,0.28765999999999997,0.26074,0.41731,0.077004,0.076704,0.23151,0.08553200000000001,0.6854,2.6373
