0,1,2,3,4,5,6,7,8,9,10,11,12
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
1.033,1.0033,1.0498,1.0568,0.97793,0.94575,1.0443,0.013487,0.16162,0.16902999999999999,0.11617999999999999,0.1347,0.0
