0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.08142100000000001,0.97491,0.24004,0.49563,0.5513399999999999,0.7605,0.68384,0.026397000000000004,0.31322,0.6251,0.9185,0.31312,0.8564200000000001,0.37815,0.33431,0.46956000000000003,0.40531999999999996,0.80924,0.7452,0.11979000000000001,0.98615,0.94306,0.08787,0.79128,0.71358,0.57482,0.14995999999999998,0.8914200000000001,0.61031,0.62674,0.28078000000000003,0.99898
0.08214099999999999,0.18515,0.93409,0.79433,0.70612,0.08125299999999999,0.7438100000000001,0.79452,0.14035,0.7964899999999999,0.38336,0.011531,0.62747,0.3956,0.49186,0.3544,0.13205999999999998,0.74842,0.012240000000000001,0.9827299999999999,0.090144,0.44902,0.59995,0.2925,0.9403299999999999,0.85125,0.75844,0.3694,0.8912899999999999,0.034087,0.28113,0.9989299999999999
0.077778,0.6753399999999999,0.30035,0.46501000000000003,0.38298000000000004,0.19408,0.96591,0.49433,0.33468000000000003,0.28989000000000004,0.16177,0.21966999999999998,0.26477,0.61248,0.24216,0.58182,0.37387,0.047556,0.23976999999999998,0.80405,0.14375,0.43922,0.5281399999999999,0.24433000000000002,0.53898,0.083493,0.16092,0.44551999999999997,0.30063,0.30354000000000003,0.29112,0.99869
0.08757100000000001,0.37849,0.38502,0.30016,0.7883399999999999,0.06337899999999999,0.68914,0.8462,0.56808,0.67774,0.8114899999999999,0.042165,0.97683,0.041596,0.17712,0.18342999999999998,0.7308100000000001,0.012943000000000001,0.17082999999999998,0.13348,0.40628000000000003,0.45565,0.83641,0.12825999999999999,0.22505999999999998,0.40301,0.7522300000000001,0.3976,0.75243,0.07636,0.30888000000000004,0.99861
0.08900599999999999,0.5735,0.76286,0.86469,0.7177,0.4964,0.91661,0.95473,0.58927,0.65004,0.18184,0.72964,0.23283,0.39399,0.59375,0.010736,0.18566,0.57716,0.8436,0.5038699999999999,0.54732,0.47218000000000004,0.11997000000000001,0.7682399999999999,0.072612,0.23337,0.49563,0.086735,0.47053999999999996,0.62239,0.32321,0.9985799999999999
0.073157,0.81057,0.88336,0.93471,0.94815,0.12573,0.29427,0.4732,0.21768,0.08821799999999999,0.53697,0.82696,0.75512,0.7791399999999999,0.72123,0.9013200000000001,0.21694000000000002,0.91906,0.64356,0.82894,0.30086999999999997,0.52236,0.67165,0.23625,0.68314,0.39423,0.79843,0.036412,0.30694,0.31738,0.33215,0.9985700000000001
0.072161,0.41366,0.39583,0.5682,0.83875,0.97408,0.68682,0.65751,0.43937,0.93343,0.28814,0.3948,0.15357,0.48841,0.5724100000000001,0.89241,0.53904,0.6483300000000001,0.38726,0.73045,0.5792,0.82247,0.010836,0.28723000000000004,0.6641,0.58448,0.47422,0.22209,0.54365,0.99592,0.34471999999999997,0.99846
0.091495,0.48854,0.34884,0.0026362,0.64582,0.75862,0.84145,0.028707,0.44709,0.70809,0.90595,0.55174,0.30935999999999997,0.80283,0.62489,0.49128999999999995,0.8306,0.10632,0.56728,0.20731999999999998,0.56655,0.61651,0.00033305,0.51393,0.48331999999999997,0.50062,0.58548,0.99018,0.79796,0.026837,0.3542,0.9983
0.067821,0.16286,0.29275999999999996,0.54386,0.93153,0.6432100000000001,0.5253,0.8355100000000001,0.11627,0.5421199999999999,0.25138,0.11279000000000002,0.73138,0.055884,0.56498,0.99923,0.7147600000000001,0.77208,0.81177,0.74461,0.7058,0.42721000000000003,0.21982,0.66155,0.27536,0.78925,0.65666,0.24555,0.44156999999999996,0.23994000000000001,0.4123,0.99772
0.096958,0.46893999999999997,0.72595,0.6861,0.25456,0.92381,0.05033,0.45786000000000004,0.91891,0.77822,0.19427,0.078417,0.55799,0.33745,0.29956,0.46401000000000003,0.33976999999999996,0.4596,0.9892,0.5887100000000001,0.32261999999999996,0.23689000000000002,0.8112,0.17473,0.045426,0.12743,0.32035,0.60644,0.89674,0.12225,0.44451999999999997,0.9972
